1 1 2.254196352621232 158916
1 2 2.353457223395147 534968
1 3 2.168542873940878 800639
1 4 1.903243993298204 57669
1 5 4.130353483203715 420636
1 6 1.6388381259720015 54217
1 7 3.738416692241823 190669
1 8 3.1002670172061837 959933
1 9 3.852104484436246 712606
1 10 4.853860609883481 133213
1 11 3.2144699495410074 13603
1 12 3.079351837909262 448721
1 13 1.4482752780375958 895919
1 14 1.0031268447019421 253361
1 15 2.5041873899548035 513613
1 16 2.8475133068787963 156182
1 17 4.558915226541161 195095
1 18 1.148340588833154 62769
1 19 2.400375235870164 473328
1 20 4.767596575112959 987488
1 21 2.3468592355422677 128797
1 22 2.5542765859902836 501693
1 23 4.635290327973545 714068
1 24 2.298132632856989 912174
1 25 4.133032539451227 643728
1 26 2.236546561990311 616319
1 27 4.553948489584871 340561
1 28 3.849209302637625 146025
1 29 4.794274913030371 395051
1 30 2.4079209455956567 39431
1 31 2.0065177836654313 878230
1 32 1.068943604042091 944924
1 33 1.3976014273737936 641061
1 34 3.362605633094423 334065
1 35 1.825802172135746 942659
1 36 1.5512235374864787 971588
1 37 4.826135047338214 620723
1 38 1.482868742689286 133222
1 39 1.2603081429947691 309471
1 40 4.3074062655278915 24917
1 41 1.0794615121589608 156973
1 42 4.7518759279786735 949184
1 43 3.7248247326505926 958074
1 44 3.1773514647129746 113386
1 45 4.691066897144981 580283
1 46 1.6904678843989114 890197
1 47 3.956689158720438 887104
1 48 4.542748594839807 317230
1 49 4.875312514181416 766586
1 50 4.511630460518868 288896
1 51 3.1206796002640016 671898
1 52 4.5518448723155345 411838
1 53 3.4756093958280374 119177
1 54 3.7800951062532566 850970
1 55 2.9629803855344585 393508
1 56 1.5643053448791684 704747
1 57 2.7439984972911478 260221
1 58 3.964684915719957 181473
1 59 4.715784172714152 352497
1 60 4.7090074008816165 428692
1 61 1.160356609508812 853512
1 62 1.5757441330587505 773767
1 63 4.879187857889894 430614
1 64 3.229138186728685 616125
1 65 2.514099565697228 944795
1 66 3.160444392628125 920368
1 67 3.483686328191899 292285
1 68 3.4555862359530383 904796
1 69 1.3162080857520575 760177
1 70 4.493611885926375 132573
1 71 2.0637795492904853 564480
1 72 4.229411589003328 66212
1 73 4.7743296200212395 37960
1 74 3.438102801908782 443325
1 75 1.7439345060583236 787419
1 76 2.5195674489393993 828374
1 77 2.48211592201885 645288
1 78 4.455387000573321 741351
1 79 4.162782040075616 80378
1 80 1.2621027905810633 295234
1 81 1.8220738192071804 703516
1 82 1.7812097346805293 360700
1 83 4.764114508099879 164498
1 84 2.367113741062051 518582
1 85 4.434735710878007 296584
