1 1 2.254196352621232 timestamp
1 3 2.168542873940878 timestamp
1 13 1.448275278037596 timestamp
1 15 2.504187389954803 timestamp
1 20 4.767596575112959 timestamp
1 22 2.554276585990284 timestamp
1 24 2.298132632856989 timestamp
1 27 4.553948489584871 timestamp
1 32 1.068943604042091 timestamp
1 35 1.825802172135746 timestamp
1 40 4.307406265527892 timestamp
1 45 4.691066897144981 timestamp
1 51 3.120679600264002 timestamp
1 54 3.780095106253257 timestamp
1 61 1.160356609508812 timestamp
1 69 1.316208085752057 timestamp
1 72 4.229411589003328 timestamp
1 80 1.262102790581063 timestamp
1 81 1.822073819207180 timestamp
1 83 4.764114508099879 timestamp
1 85 4.434735710878007 timestamp
1 88 2.497843689819503 timestamp
1 89 2.874224304957476 timestamp
1 93 2.921349692735991 timestamp
1 96 4.835066420563139 timestamp
1 98 3.917412694809254 timestamp
1 100 2.981032153086858 timestamp
1 104 2.272904630907845 timestamp
1 107 1.555395655999988 timestamp
1 110 4.221054563016925 timestamp
1 111 1.968168948365609 timestamp
1 116 4.124604594044006 timestamp
1 117 2.703822227055498 timestamp
1 119 4.377246812461156 timestamp
1 127 1.900587071291771 timestamp
1 132 3.962840209691777 timestamp
1 133 4.540326539672657 timestamp
1 137 4.937953342048347 timestamp
1 138 4.024718803995423 timestamp
1 143 3.895715474416959 timestamp
1 146 1.298448459993417 timestamp
1 155 1.188317414747647 timestamp
1 160 2.921461075590364 timestamp
1 163 4.060708495343619 timestamp
1 166 2.597675539044115 timestamp
1 167 4.468042893089827 timestamp
1 177 4.193056878028185 timestamp
1 186 3.324967673575848 timestamp
1 187 1.155283564864331 timestamp
1 191 4.941823197475497 timestamp
1 194 2.376964720381938 timestamp
1 200 4.337072816871991 timestamp
1 202 2.814153417187845 timestamp
1 203 3.092555486425841 timestamp
1 216 3.453977429147148 timestamp
1 241 4.334729264614979 timestamp
1 248 1.895215363073557 timestamp
1 252 1.127358400809273 timestamp
1 255 1.555780905172526 timestamp
1 257 4.383406454528954 timestamp
1 258 1.217047490192757 timestamp
1 259 3.319498400325213 timestamp
1 265 4.936606941562873 timestamp
1 270 3.447956881598844 timestamp
1 275 4.500516399609454 timestamp
1 278 4.144904920442508 timestamp
2 8 2.670103477743494 timestamp
2 11 1.425781286064284 timestamp
2 15 1.548158321645905 timestamp
2 16 1.322492731885196 timestamp
2 17 2.119174091099536 timestamp
2 18 3.411203745347237 timestamp
2 25 2.461650767755044 timestamp
2 29 4.223174122555240 timestamp
2 30 4.117610683280963 timestamp
2 33 4.126828083569428 timestamp
2 35 4.927029077749274 timestamp
2 37 1.296148124442931 timestamp
2 38 4.833263995023308 timestamp
2 39 3.026973679016943 timestamp
2 40 1.543030803503930 timestamp
2 54 4.123993059074088 timestamp
2 59 1.363648035467235 timestamp
2 60 4.942209941255758 timestamp
2 61 1.909621916475010 timestamp
2 63 1.803030060566281 timestamp
2 65 2.366259809269835 timestamp
2 66 2.093846376276430 timestamp
2 67 2.886256764975790 timestamp
2 71 1.884188274730182 timestamp
2 78 2.834172862200333 timestamp
2 83 3.409262666556307 timestamp
2 90 4.673166605594013 timestamp
2 92 3.637456021572827 timestamp
2 93 1.714124711409673 timestamp
2 94 1.016382386013156 timestamp
2 95 4.398596212021363 timestamp
2 100 4.901714744205147 timestamp
2 101 1.721891015024419 timestamp
